"video_id","channel_title","channel_id","video_publish_date","video_title","video_description","video_category","video_view_count","video_comment_count","video_like_count","video_dislike_count","video_tags"
"TyE7MCwKx6c","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-11-07,"Difteria: ¿cuántas vacunas debemos ponernos a lo largo de la vida?","Este fin de semana, 7 y 8 de noviembre, se realizará la jornada nacional de vacunación: ¿cuántas vacunas debemos ponernos a lo largo de la vida y de qué enfermedades nos protegen? Washington Toledo, experto en inmunizaciones del MINSA, nos detalla cómo acceder a la vacuna. 


SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",16590,37,126,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus|cercos epidemiológicos|médico epidemiólogo|casos de difteria|campaña de vacunación|vacunas|vacuna difteria|Washington Toledo|donde me vacuno|difteria"
"cRZiIThjCQo","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-11-09,"Pfizer afirma que su candidata a vacuna contra la COVID-19 es ""eficaz en un 90%""","La farmacéutica Pfizer afirmó el lunes que su candidata a vacuna contra la COVID-19 es ""eficaz en un 90%"", según el primer análisis intermedio de su ensayo de fase 3, la última etapa antes de pedir formalmente su homologación. Asi lo anunciaron en un comunicado de prensa.


#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",15987,84,124,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Vacuna contra la COVID-19|Pfizer vacuna|Dr Huerta|Vacuna para el coronavirus|Coronavirus en el Perú"
"CmUq4JVHdQA","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-11-19,"Decano del Colegio Médico del Perú: “El presidente Vizcarra se había cansado, ya no escuchaba""","El decano del Colegio de Médicos del Perú, Miguel Palacios Celi, se pronunció sobre el retorno de Pilar Mazzetti al Ministerio de Salud (Minsa) luego de que jurará en la víspera ante el presidente Francisco Sagasti como parte del nuevo gabinete ministerial.


#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",32262,122,101,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Miguel Palacios Celi|Martín Vizcarra|Pilar Mazzetti|Ministra de Salud|Francisco Sagasti|Presidente Sagasti|Vizcarra hoy|Decano del Colegio Médico del Perú"
"NU9mxmYN5Fo","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-11-19,"Vacuna COVID-19: avances del ensayo clínico del laboratorio Sinopharm en Perú","El médico internista y profesor principal de la UPCH, Germán Málaga, señaló que existe un porcentaje menor al 10% de efectos adversos temporales de la candidata a vacuna de Sinopharm en el Perú.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",46657,418,199,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|german malaga|vacuna|vacuna sinopharm|vacuna covid"
"BlIUEsz9WaI","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-11-24,"Minsa cambió protocolo de atención de casos ambulatorios de COVID-19","El médico infectólogo Juan Carlos Celis, sostuvo que el Ministerio de Salud ha demorado más de cinco meses en cambiar el protocolo de atención a pacientes ambulatorios de COVID-19.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",5320,16,68,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|pandemia peru|vacuna covid|covid loreto"
"aECsxUthwpM","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-11-25,"Perú: Minsa aprueba uso de las moleculares para el diagnóstico temprano de la COVID-19","El ministerio de Salud aprobó la norma para el manejo de la COVID-19 en pacientes con tratamiento ambulatorio. Este documento resalta la implementación de signos de alarma, oximetría según la altura; además del uso de pruebas moleculares para el diagnóstico temprano.


#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1778,11,13,NA,"RPP|RPP Noticias|Noticias Peru|Perú|oximetría|pruebas moleculares|ministerio de Salud|Dr. Elmer Huerta"
"QYlTqSp7BGA","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-11-26,"Minsa: el 35% de la población de Lima Metropolitana ya ha tenido el COVID-19","El epidemiólogo Willy Lescano explicó en qué consisten los estudios de seroprevalencia que concluyeron que un 65% de limeños aún es susceptible de contraer la COVID-19.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",13577,139,112,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|estudio de prevalencia|willy lescano|grupo prospectiva|seroprevalencia|contagiados peru|contagiados lima"
"dxR7gYlpoPs","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-11-29,"Situación del VIH-SIDA en el Perú durante tiempo de pandemia","El dr. Carlos Benites, director ejecutivo de Prevención y Control de VIH -SIDA del MINSA, conversó con el dr. Elmer Huerta sobre la actual situación de los pacientes de VIH-SIDA en nuestro país durante el estado emergencia por la COVID-19. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",5797,30,106,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|Carlos Benites|Prevención y Control|VIH -SIDA|MINSA|Elmer huerta|pacientes en pandemia|estado emergencia|COVID-19"
"6gKH5Inq6NY","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-01,"Moderna solicitará autorización para su candidata a vacuna contra la COVID-19 en EE.UU. y Europa","La empresa estadounidense Moderna anunció que presentará este lunes solicitudes de emergencia de autorización para su vacuna contra la COVID-19 en Estados Unidos y en Europa, luego de que resultados completos confirmaran una alta eficacia de la misma (94,1%).


#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2519,21,20,NA,"RPP|RPP Noticias|Noticias Peru|Perú"
"ouVGu-1EN68","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-05,"Nakazaki advierte que ""puede haber penas de cárcel efectiva"" por toma de carreteras en protestas","El abogado penalista César Nakazaki consideró que la toma de carreteras en distintas partes del país como medida de protesta representa una afectación al servicio de transporte público y, en consecuencia, ""puede haber penas de cárceles efectiva"". 


#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",7507,90,75,NA,"RPP|RPP Noticias|Noticias Peru|Perú"
"nbJqSov_Zio","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-08,"Germán Málaga: “aún existen 750 cupos para voluntarios de ensayos clínicos de vacuna Sinopharm”","Mientras Reino Unido empezó a aplicar la vacuna de Pfizer contra la COVID-19, en Perú continúan los estudios clínicos de Sinopharm ¿cuánto se ha avanzado hasta ahora? Germán Málaga, investigador principal de los ensayos clínicos en la UPCH, nos comenta sobre el tema. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1068,17,7,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Reino Unido|Pfizer|Sinopharm|Germán Málaga|Ensayos clínicos|UPCH"
"0fMjQ8S3apw","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-10,"Juan Carlos Celis: “probablemente haya pequeñas olas de contagio en el Perú”","MINSA proyecta incremento de casos COVID-19 para fines de diciembre ¿cuál es la situación actual de ocupación de las camas UCI? Juan Carlos Celis, médico infectólogo, se pronuncia sobre el tema en RPP Noticias. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2285,11,16,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|casos COVID-19|segunda ola de COVID en Perú|César Cárcamo|médico epidemiólogo|Equipo Prospectiva|Juan Carlos Celis|loreto"
"vpJ_DCDRSAg","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-12,"INS suspende ensayos clínicos de vacuna de Sinopharm por problemas neurológicos de voluntario","El doctor Germán Málaga de la Universidad Cayetano Heredia indicó que uno de los participantes habría presentado síntomas relacionados al síndrome de Gillain-Barré.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",8556,133,97,NA,"RPP|RPP Noticias|Noticias Peru|Perú|PPp|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|german malaga|vacuna covid|vacuna|sinopharm|ensayos clinicos|suspenden ensayos clinicos"
"plMIlUO5-ig","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-12,"Huelga médica: “la Ministra ha decidido no recibirnos, porque dice que no recibe gremios”","El vocero de profesionales de la salud, Ricardo Rojas Rueda, explicó las demandas de su gremio al Minsa.  

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1993,18,22,NA,"RPP|RPP Noticias|Noticias Peru|Perú|PPp|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|ricardo rojas rueda|gremio medico|profesionales de la salud|pilar mazzetti|ministra de salud|huelga medica|huelga medica nacional|huelga nacional|minsa"
"ipy521I1o0M","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-12,"“Declaraciones de colaboradores eficaces no han sido voluntarias sino solicitadas por la Fiscalía”","“Colaboradores eficaces pertenecen todos a un mismo consorcio y en desesperación han hecho esas declaraciones para salvarse”, sostuvo Martín Vizcarra, expresidente de la República y ahora candidato al Congreso con Somos Perú, en entrevista a RPP Noticias. 


SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",46772,771,742,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Congreso|Martín Vizcarra|colaboradores eficaces|Somos Perú|MINISTROS"
"3MDehOby26E","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-13,"Germán Málaga: “uno de los voluntarios presentó síntomas de debilidad en las piernas”","Germán Málaga, investigador principal de los ensayos clínicos que realiza la UPCH, informó que se suspenden de manera temporal los ensayos clínicos de la candidata vacuna de Sinopharm en nuestro país debido a las complicaciones que se tuvo con uno de los voluntarios.

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",10423,43,58,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|Germán Málaga|ensayos clínicos|UPCH|suspenden de manera temporal|vacuna de Sinopharm|VOLUNTARIO"
"TWwm3M9Bzt4","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-16,"MINSA: “hay signos de alerta que nos llevan a enfatizar el tema de la segunda ola”","Alexandro Saco, director de Promoción de la Salud del Minsa, reconoció que existen ""signos de alarma y alerta"" que resaltan la necesidad de un plan ante la eventual llegada de una segunda ola de contagios de COVID-19 en el país.


SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1596,11,10,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|VIZCARRA|francisco sagasti|Alexandro Saco Valdivia|Promoción de la Salud|MINSA|distanciamiento social|mascarilla|NAVIDAD|lavado de manos|PLAYAS EN LIMA|año nuevo"
"MiPNssI8hyE","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-17,"Pilar Mazzetti afirma que ensayos clínicos de vacuna de Sinopharm se reanudarán en el Perú","La ministra de Salud, Pilar Mazzetti, confirmó que se reanudarán en el Perú la fase 3 de los ensayos clínicos de la posible vacuna contra el COVID-19 de la farmacéutica china Sinopharm, esto luego de que se suspendieran por incidentes con un voluntario.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",4207,68,29,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|vacuna Pfizer|vacuna covid|pilar mazzetti|vacuna peru|vacuna moderna|sinopharm"
"VfoGD8aX_QM","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-18,"Medidas de seguridad que debemos tomar si salimos de compras por fin de año","¿Qué medidas de seguridad debemos tomar si salimos de compras a un mercado, un centro comercial o tiendas grandes? Alexandro Saco, director de Promoción de la Salud del MINSA, nos dio importantes consejos. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",603,7,6,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|medidas de seguridad|compras a un mercado|centro comercial|Alexandro Saco|Promoción de la Salud|MINSA"
"ldFcpRCT8wM","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2020-12-18,"Investigador de vacuna Moderna: “eficacia llega al 94% y protege contra la infección asintomática”","EE.UU. aprueba uso de la vacuna moderna y el dr. José Gonzáles, especialista en enfermedades infecciosas de la Universidad de Miami e investigador de la Vacuna Moderna, nos explica todo sobre sus características y cómo será aplicada. 


SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",5085,46,76,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|embajador|EE.UU|vacuna moderna|José Gonzáles|enfermedades infecciosas|Universidad de Miami|Vacuna Moderna características|MODERNA INFECCION ASINTOMÁTICA"
